Gene,bonferroni,sidak,holm-sidak,simes-hochberg,hommel,fdr_tsbky
5430411C19Rik,0.00014931774757,0.000149306600869,0.0001405200523,0.000140529925566,0.000130087120741,5.43802024907e-08
5430411K18Rik,0.000153454809534,0.000153443037059,0.00014440605358,0.000144416480091,0.000133600003409,5.57785218326e-08
5430413K10Rik,0.000153514403083,0.000153502621028,0.000144455098658,0.000144465532662,0.000133651886425,5.57785218326e-08
5430416O09Rik,0.000153544207501,0.000153532420282,0.000144476110327,0.000144486547922,0.000133677834588,5.57785218326e-08
5430417C01Rik,0.000153633651342,0.000153621851971,0.000144553231729,0.000144563678979,0.000133755705705,5.57785218326e-08
5430419D17Rik,0.000157581099745,0.000157568685308,0.000148259876324,0.000148270867141,0.000137105805251,5.68931297041e-08
5430425J12Rik,0.000157764481287,0.000157752036609,0.000148425171879,0.000148436188471,0.000137265359119,5.68931297041e-08
5430427O19Rik,0.000157825650219,0.000157813198135,0.000148475490224,0.000148486512173,0.000137318580068,5.68931297041e-08
5430433E21Rik,0.000157856242517,0.000157843784957,0.000148497038614,0.000148508064374,0.000137345197357,5.68931297041e-08
5430435G22Rik,0.00015791744278,0.000157904975562,0.000148547374512,0.000148551175106,0.000137391212927,5.68931297041e-08
5430437P03Rik,0.00015791744278,0.000157904975562,0.000148547374512,0.000148551175106,0.000137391212927,5.68931297041e-08
5530400C23Rik,0.000157948050747,0.000157935579346,0.000148561698888,0.000148565499596,0.000137417842447,5.68931297041e-08
5530400B01Rik,0.000157948050747,0.000157935579346,0.000148561698888,0.000148565499596,0.000137417842447,5.68931297041e-08
5530401A14Rik,0.000158009282355,0.00015799679903,0.000148604813758,0.000148615857033,0.000137471115124,5.68931297041e-08
5530401N12Rik,0.000158039905998,0.000158027419777,0.000148626377243,0.000148630183648,0.000137497758283,5.68931297041e-08
5730403B10Rik,0.000158039905998,0.000158027419777,0.000148626377243,0.000148630183648,0.000137497758283,5.68931297041e-08
5730403M16Rik,0.000162317326956,0.000162304155098,0.000152633843198,0.000152645492095,0.000141129986944,5.82210197625e-08
5730407I07Rik,0.000162380154302,0.000162366971711,0.000152685481497,0.00015269713878,0.000141184613413,5.82210197625e-08
5730408K05Rik,0.000162411576003,0.000162398389711,0.000152707588937,0.000152719248279,0.000141211933628,5.82210197625e-08
5730409E04Rik,0.000162443003058,0.000162429810133,0.000152729695778,0.000152741359933,0.000141239258498,5.82210197625e-08
5730409K12Rik,0.000162474435467,0.000162461237826,0.000152751806576,0.000152756032393,0.000141266588023,5.82210197625e-08
5730410E15Rik,0.000162474435467,0.000162461237826,0.000152751806576,0.000152756032393,0.000141266588023,5.82210197625e-08
5730419I09Rik,0.000166933073519,0.0001669191419,0.000156928017984,0.000156940331599,0.000145043846191,5.95690576417e-08
5730427N09Rik,0.000166965324354,0.000166951386223,0.000156950686608,0.000156955357808,0.00014507186811,5.95690576417e-08
5730437N04Rik,0.000166965324354,0.000166951386223,0.000156950686608,0.000156955357808,0.00014507186811,5.95690576417e-08
5730455O13Rik,0.000166997580674,0.000166983637817,0.000156965711802,0.000156978031774,0.000145099894796,5.95690576417e-08
5730455P16Rik,0.000167062109771,0.000167048155543,0.000157018708926,0.000157031037777,0.000145148310999,5.95690576417e-08
5730460C07Rik,0.00016709438255,0.000167080424099,0.000157041388512,0.000157053719826,0.000145176350507,5.95690576417e-08
5730469M10Rik,0.000167126660816,0.000167112697501,0.000157064069697,0.000157076404077,0.000145204394783,5.95690576417e-08
5730471H19Rik,0.000171676207179,0.00017166147237,0.000161331483433,0.000161344498091,0.000149039228134,6.10175042328e-08
5730494M16Rik,0.000171742437475,0.000171727691193,0.000161385853203,0.000161398876731,0.000149096725398,6.10175042328e-08
5730494N06Rik,0.000171808690257,0.000171793931824,0.000161440237402,0.000161453270436,0.000149154242183,6.10175042328e-08
5730508B09Rik,0.000171841825083,0.00017182706062,0.000161463500643,0.000161468667372,0.000149183007898,6.10175042328e-08
5730507C01Rik,0.000171841825083,0.00017182706062,0.000161463500643,0.000161468667372,0.000149183007898,6.10175042328e-08
5730522E02Rik,0.000176482155973,0.000176466583957,0.000165807056314,0.000165812720877,0.000153098310721,6.22427029535e-08
5730528L13Rik,0.000176482155973,0.000176466583957,0.000165807056314,0.000165812720877,0.000153098310721,6.22427029535e-08
5730559C18Rik,0.000176516140497,0.000176500563294,0.000165822817045,0.000165836566365,0.000153119707842,6.22427029535e-08
5730577I03Rik,0.000176618128623,0.000176602532805,0.000165910530432,0.000165916205743,0.000153208177893,6.22427029535e-08
5730585A16Rik,0.000176618128623,0.000176602532805,0.000165910530432,0.000165916205743,0.000153208177893,6.22427029535e-08
5730590G19Rik,0.000176652136186,0.000176636533951,0.000165926294529,0.000165940061975,0.000153237677904,6.22427029535e-08
5730596B20Rik,0.000176686149509,0.000176670542365,0.000165950150132,0.000165963920504,0.000153267182912,6.22427029535e-08
5830403L16Rik,0.000176720168596,0.000176704555626,0.000165974007172,0.000165971593717,0.000153296692919,6.22427029535e-08
5830405N20Rik,0.000176720168596,0.000176704555626,0.000165974007172,0.000165971593717,0.000153296692919,6.22427029535e-08
5730601F06Rik,0.000176720168596,0.000176704555626,0.000165974007172,0.000165971593717,0.000153296692919,6.22427029535e-08
5830411N06Rik,0.000176754193445,0.000176738573733,0.000165981677607,0.000165995453723,0.000153326207926,6.22427029535e-08
5830415F09Rik,0.000181523438264,0.000181506964876,0.000170451561001,0.000170449460991,0.000157346917311,6.37439824729e-08
5830415L20Rik,0.000181523438264,0.000181506964876,0.000170451561001,0.000170449460991,0.000157346917311,6.37439824729e-08
5830416P10Rik,0.000181523438264,0.000181506964876,0.000170451561001,0.000170449460991,0.000157346917311,6.37439824729e-08
5830417I10Rik,0.000181628145755,0.00018161165318,0.000170524921869,0.000170539462129,0.00015743767915,6.37439824729e-08
5830418K08Rik,0.000181697980263,0.000181681475267,0.000170582161564,0.00017059671134,0.000157489890835,6.37439824729e-08
5830427D03Rik,0.000186704399817,0.000186686973562,0.000175273340377,0.000175288700735,0.000161709577033,6.51851876503e-08
5830433M19Rik,0.000186740232083,0.000186722796917,0.000175298422536,0.000175305236649,0.000161740612298,6.51851876503e-08
5830443L24Rik,0.000186740232083,0.000186722796917,0.000175298422536,0.000175305236649,0.000161740612298,6.51851876503e-08
5830453K13Rik,0.000186776070396,0.000186758629966,0.000175314957645,0.000175330326044,0.000161771652801,6.51851876503e-08
5830454E08Rik,0.000186847765172,0.000186830310601,0.00017537369027,0.000175389069671,0.000161833749527,6.51851876503e-08
5830472F04Rik,0.000186883621635,0.000186866160611,0.000175398784322,0.0001754056086,0.00016186480575,6.51851876503e-08
5830477G23Rik,0.000186883621635,0.000186866160611,0.000175398784322,0.0001754056086,0.00016186480575,6.51851876503e-08
5930403L14Rik,0.000186919484151,0.000186902015468,0.000175415320204,0.000175430707576,0.000161895867215,6.51851876503e-08
5930403N24Rik,0.000192028784067,0.000192010347451,0.000180200937311,0.000180217175704,0.000166189241721,6.68192950791e-08
5930412G12Rik,0.000192065576189,0.000192047132783,0.000180226665358,0.00018024290813,0.000166221083066,6.68192950791e-08
5930416I19Rik,0.000192139179028,0.000192120722832,0.000180286927949,0.00018030318032,0.00016628478185,6.68192950791e-08
5930422O12Rik,0.000192175989747,0.000192157525125,0.000180312663489,0.000180328921771,0.00016631663929,6.68192950791e-08
6030405A18Rik,0.000197424896688,0.000197405411652,0.000185228052424,0.000185236165317,0.000170732660037,6.82297605846e-08
5930434B04Rik,0.000197424896688,0.000197405411652,0.000185228052424,0.000185236165317,0.000170732660037,6.82297605846e-08
6030408B16Rik,0.000197538207925,0.000197518699583,0.000185316261406,0.00018530629178,0.000170830651372,6.82297605846e-08
6030419C18Rik,0.000197538207925,0.000197518699583,0.000185316261406,0.00018530629178,0.000170830651372,6.82297605846e-08
6030422M02Rik,0.000197538207925,0.000197518699583,0.000185316261406,0.00018530629178,0.000170830651372,6.82297605846e-08
6030429G01Rik,0.000197538207925,0.000197518699583,0.000185316261406,0.00018530629178,0.000170830651372,6.82297605846e-08
6030445D17Rik,0.000197613780509,0.000197594257178,0.000185350955353,0.000185359083303,0.000170896006393,6.82297605846e-08
6030446N20Rik,0.000197613780509,0.000197594257178,0.000185350955353,0.000185359083303,0.000170896006393,6.82297605846e-08
6030452D12Rik,0.000197651576332,0.000197632045668,0.000185368301037,0.000185385482811,0.000170928692145,6.82297605846e-08
6030458C11Rik,0.000197689378509,0.000197669839003,0.000185394696864,0.000185411884818,0.000170961383393,6.82297605846e-08
6030468B19Rik,0.000202968198215,0.00020294760344,0.000190335453262,0.000190353567594,0.000175396352657,6.98232477704e-08
6030469F06Rik,0.000203123280362,0.000203102653679,0.000190471567544,0.000190489708193,0.000175530367952,6.98232477704e-08
6030499A19Rik,0.000203162067167,0.0002031414332,0.000190498632495,0.000190498168046,0.000175563885834,6.98232477704e-08
6030498E09Rik,0.000203162067167,0.0002031414332,0.000190498632495,0.000190498168046,0.000175563885834,6.98232477704e-08
6130401L20Rik,0.000203162067167,0.0002031414332,0.000190498632495,0.000190498168046,0.000175563885834,6.98232477704e-08
6230409E13Rik,0.000203200860482,0.000203180217567,0.000190507088734,0.000190525236594,0.000175597409342,6.98232477704e-08
6230427J02Rik,0.000208702358135,0.000208680583138,0.000195654852272,0.000195673993468,0.000180227304325,7.12863989022e-08
6330403A02Rik,0.000208742147673,0.000208720363371,0.00019568259114,0.000195692178287,0.000180261665035,7.12863989022e-08
6330403K07Rik,0.000208742147673,0.000208720363371,0.00019568259114,0.000195692178287,0.000180261665035,7.12863989022e-08
6330406I15Rik,0.000208821746749,0.000208799945644,0.000195738078391,0.000195747672928,0.000180330403726,7.12863989022e-08
6330407A03Rik,0.000208821746749,0.000208799945644,0.000195738078391,0.000195747672928,0.000180330403726,7.12863989022e-08
6330407J23Rik,0.000208861556288,0.000208839747684,0.000195756262758,0.000195765858268,0.000180355215821,7.12863989022e-08
6330408A02Rik,0.000208861556288,0.000208839747684,0.000195756262758,0.000195765858268,0.000180355215821,7.12863989022e-08
6330409D20Rik,0.000208901372495,0.00020887955457,0.000195774444376,0.000195793610275,0.000180389597738,7.12863989022e-08
6330416G13Rik,0.000208981024919,0.000208959190148,0.000195839514622,0.000195849122099,0.000180458378851,7.12863989022e-08
6330409N04Rik,0.000208981024919,0.000208959190148,0.000195839514622,0.000195849122099,0.000180458378851,7.12863989022e-08
6330416L07Rik,0.000214675378322,0.000214652338417,0.000201155589468,0.000201165990678,0.000185255163374,7.28461930546e-08
6330439K17Rik,0.000214675378322,0.000214652338417,0.000201155589468,0.000201165990678,0.000185255163374,7.28461930546e-08
6330442E10Rik,0.000214716236612,0.000214693187193,0.000201174205939,0.000201174775688,0.000185282981313,7.28461930546e-08
6330444E15Rik,0.000214716236612,0.000214693187193,0.000201174205939,0.000201174775688,0.000185282981313,7.28461930546e-08
6330503K22Rik,0.000214716236612,0.000214693187193,0.000201174205939,0.000201174775688,0.000185282981313,7.28461930546e-08
6330512M04Rik,0.000214757101732,0.000214734043239,0.000201182987814,0.000201193391771,0.000185318244652,7.28461930546e-08
6330527O06Rik,0.000214757101732,0.000214734043239,0.000201182987814,0.000201193391771,0.000185318244652,7.28461930546e-08
6330534C20Rik,0.000214797973686,0.000214774906554,0.000201201601068,0.000201221844544,0.000185353513887,7.28461930546e-08
6330545A04Rik,0.000220604418311,0.000220580087992,0.000206629843997,0.000206651193905,0.000190242767811,7.44157464564e-08
6330549D23Rik,0.000220772139091,0.000220747771761,0.000206776814663,0.000206798194957,0.000190387405283,7.44157464564e-08
6330577E15Rik,0.000220814086782,0.000220789710875,0.000206805988536,0.000206805980027,0.000190423579739,7.44157464564e-08
6330578E17Rik,0.000220856041473,0.000220831654835,0.000206835163105,0.000206805980027,0.000190449644996,7.44157464564e-08
6332401O19Rik,0.000220856041473,0.000220831654835,0.000206835163105,0.000206805980027,0.000190449644996,7.44157464564e-08
6430411K18Rik,0.000220856041473,0.000220831654835,0.000206835163105,0.000206805980027,0.000190449644996,7.44157464564e-08
6430503K07Rik,0.000220856041473,0.000220831654835,0.000206835163105,0.000206805980027,0.000190449644996,7.44157464564e-08
6430526N21Rik,0.000220856041473,0.000220831654835,0.000206835163105,0.000206805980027,0.000190449644996,7.44157464564e-08
6430527G18Rik,0.000220856041473,0.000220831654835,0.000206835163105,0.000206805980027,0.000190449644996,7.44157464564e-08
6430531B16Rik,0.000227036788136,0.000227011017885,0.000212560538076,0.00021258313166,0.000195654676448,7.64433063769e-08
6430548M08Rik,0.000233429591727,0.000233402350127,0.000218534383131,0.000218536882133,0.000201035542861,7.82614732632e-08
6430550D23Rik,0.000233429591727,0.000233402350127,0.000218534383131,0.000218536882133,0.000201035542861,7.82614732632e-08
6430537H07Rik,0.000233429591727,0.000233402350127,0.000218534383131,0.000218536882133,0.000201035542861,7.82614732632e-08
6430553K19Rik,0.000233518006689,0.000233490744686,0.000218585069033,0.000218587570793,0.000201111688091,7.82614732632e-08
6430571L13Rik,0.000233518006689,0.000233490744686,0.000218585069033,0.000218587570793,0.000201111688091,7.82614732632e-08
6430573F11Rik,0.000233518006689,0.000233490744686,0.000218585069033,0.000218587570793,0.000201111688091,7.82614732632e-08
6430598A04Rik,0.000233606451049,0.00023357916832,0.000218635757863,0.000218659661083,0.000201187858639,7.82614732632e-08
6430601O08Rik,0.000239724924091,0.000239696193388,0.000224350508399,0.000224375677784,0.000206336470571,7.98048637132e-08
6430628N08Rik,0.0002397702505,0.000239741510038,0.000224381945095,0.00022439613899,0.000206369236866,7.98048637132e-08
6430704M03Rik,0.0002397702505,0.000239741510038,0.000224381945095,0.00022439613899,0.000206369236866,7.98048637132e-08
6530401D17Rik,0.000239815584431,0.000239786831534,0.000224402401056,0.000224427582517,0.000206403520318,7.98048637132e-08
6530401N04Rik,0.000239906274862,0.000239877501176,0.000224476268827,0.000224490478232,0.000206481575397,7.98048637132e-08
6530402D11Rik,0.000239906274862,0.000239877501176,0.000224476268827,0.000224490478232,0.000206481575397,7.98048637132e-08
6530403G13Rik,0.000239951631366,0.0002399228469,0.000224496728778,0.00022452193042,0.000206520612651,7.98048637132e-08
6530409C15Rik,0.000239996995395,0.000239968199892,0.00022452817665,0.000224542393603,0.000206559656383,7.98048637132e-08
6530411M01Rik,0.000239996995395,0.000239968199892,0.00022452817665,0.000224542393603,0.000206559656383,7.98048637132e-08
6530418L21Rik,0.000240042366952,0.000240013560153,0.000224548635665,0.000224573849488,0.000206598706593,7.98048637132e-08
6720401G13Rik,0.000240087746037,0.000240058927682,0.000224580086752,0.00022460530826,0.000206637763283,7.98048637132e-08
6720416L17Rik,0.000246464359271,0.000246433990202,0.000230532851355,0.000230559427412,0.000211990504127,8.17580984817e-08
6720456B07Rik,0.000246557412561,0.000246527022118,0.000230608591328,0.00023063518339,0.000212059249358,8.17580984817e-08
6720456H20Rik,0.000246743611633,0.00024671317317,0.000230771425577,0.000230798057176,0.000212219395569,8.17580984817e-08
6720457D02Rik,0.000246836757432,0.000246806297153,0.00023084723036,0.000230862573212,0.000212299508464,8.17580984817e-08
6720463M24Rik,0.000246836757432,0.000246806297153,0.00023084723036,0.000230862573212,0.000212299508464,8.17580984817e-08
6720487G11Rik,0.000253435303892,0.000253403192914,0.000236994396893,0.000237022483534,0.000217835501884,8.33471441211e-08
6720489N17Rik,0.000253483061399,0.00025345093966,0.000237027445422,0.000237055538642,0.000217876550942,8.33471441211e-08
6820408C15Rik,0.000253530826801,0.000253498691251,0.000237060494108,0.000237088596758,0.000217917606786,8.33471441211e-08
6820431F20Rik,0.000253578600098,0.000253546452533,0.000237093547485,0.00023711004395,0.000217958669417,8.33471441211e-08
7120432I05Rik,0.000253578600098,0.000253546452533,0.000237093547485,0.00023711004395,0.000217958669417,8.33471441211e-08
7120482A17Rik,0.000253626381294,0.000253594223507,0.000237114992183,0.000237131489774,0.000217988122715,8.33471441211e-08
7420416P09Rik,0.000253626381294,0.000253594223507,0.000237114992183,0.000237131489774,0.000217988122715,8.33471441211e-08
7420426K07Rik,0.000253674170388,0.000253641999325,0.00023713643266,0.000237164552538,0.000218029196734,8.33471441211e-08
8030411F24Rik,0.000253721967381,0.000253689784835,0.000237169491189,0.000237174377313,0.000218070277543,8.33471441211e-08
8030423F21Rik,0.000253721967381,0.000253689784835,0.000237169491189,0.000237174377313,0.000218070277543,8.33471441211e-08
8030423J24Rik,0.000253721967381,0.000253689784835,0.000237169491189,0.000237174377313,0.000218070277543,8.33471441211e-08
8030462N17Rik,0.000253769772275,0.000253737577613,0.000237179312274,0.000237207441713,0.000218111365142,8.33471441211e-08
8030463A06Rik,0.000260548362545,0.000260514425457,0.00024350204398,0.000243531692902,0.000223770399123,8.4971178084e-08
8030474K03Rik,0.000260646402034,0.000260612438634,0.000243581722648,0.000243599454058,0.00022385459975,8.4971178084e-08
8430406I07Rik,0.000260646402034,0.000260612438634,0.000243581722648,0.000243599454058,0.00022385459975,8.4971178084e-08
8430408G22Rik,0.000260695433911,0.000260661457336,0.000243603664475,0.000243633339239,0.000223896710483,8.4971178084e-08
8430410A17Rik,0.000260744473878,0.00026071048573,0.0002436375456,0.000243655285359,0.000223926886035,8.4971178084e-08
8430410K20Rik,0.000260744473878,0.00026071048573,0.0002436375456,0.000243655285359,0.000223926886035,8.4971178084e-08
8430419L09Rik,0.000260793521936,0.000260759518967,0.000243659485296,0.000243689174431,0.000223969008419,8.4971178084e-08
8430426H19Rik,0.000260842578086,0.00026080856432,0.000243693371042,0.000243721115169,0.000224011137753,8.4971178084e-08
9030409G11Rik,0.00026089164233,0.000260857614517,0.000243727256824,0.000243721115169,0.000224053274037,8.4971178084e-08
9030224M15Rik,0.00026089164233,0.000260857614517,0.000243727256824,0.000243721115169,0.000224053274037,8.4971178084e-08
8430427H17Rik,0.00026089164233,0.000260857614517,0.000243727256824,0.000243721115169,0.000224053274037,8.4971178084e-08
8430432A02Rik,0.00026089164233,0.000260857614517,0.000243727256824,0.000243721115169,0.000224053274037,8.4971178084e-08
9030418K01Rik,0.000267804730201,0.000267768874695,0.000250135665934,0.000250166954162,0.000229818504615,8.70951990337e-08
9030420J04Rik,0.000268056300831,0.000268020378773,0.000250358336013,0.000250389679191,0.000230034391713,8.70951990337e-08
9030425E11Rik,0.000268156987093,0.000268121037579,0.000250440083874,0.000250459166336,0.000230120796334,8.70951990337e-08
9030607L17Rik,0.000268156987093,0.000268121037579,0.000250440083874,0.000250459166336,0.000230120796334,8.70951990337e-08
9030612E09Rik,0.000275463661342,0.000275425726729,0.000257237909078,0.000257270998538,0.000236201825943,8.92595339989e-08
9030617O03Rik,0.000275566961186,0.000275528997207,0.000257321743183,0.000257354855068,0.000236290402461,8.92595339989e-08
9030619P08Rik,0.000275618623843,0.000275580646983,0.000257357360205,0.000257390479992,0.000236334701639,8.92595339989e-08
9030624G23Rik,0.00027567029499,0.000275632304026,0.000257392979284,0.000257426108114,0.000236379008098,8.92595339989e-08
9030624J02Rik,0.000275773662763,0.000275735642338,0.000257476853088,0.000257510004416,0.000236455012393,8.92595339989e-08
9030625A04Rik,0.000283069690792,0.000283029632391,0.000264274949005,0.000264309873875,0.000242516333973,9.11285364434e-08
9130008F23Rik,0.000283175669661,0.000283135579912,0.000264360910892,0.000264382890264,0.000242607130012,9.11285364434e-08
9130011E15Rik,0.000283175669661,0.000283135579912,0.000264360910892,0.000264382890264,0.000242607130012,9.11285364434e-08
9130011J15Rik,0.000283281683305,0.000283241563774,0.0002644339261,0.000264468894041,0.000242684981507,9.11285364434e-08
9130014G24Rik,0.000283387731734,0.000283347583974,0.00026451993158,0.000264541941385,0.000242775832284,9.11285364434e-08
9130017K11Rik,0.000283387731734,0.000283347583974,0.00026451993158,0.000264541941385,0.000242775832284,9.11285364434e-08
9130017N09Rik,0.000283440768996,0.000283400604975,0.000264543473572,0.000264552506704,0.00024282126885,9.11285364434e-08
9130019O22Rik,0.000283440768996,0.000283400604975,0.000264543473572,0.000264552506704,0.00024282126885,9.11285364434e-08
9130023H24Rik,0.000283440768996,0.000283400604975,0.000264543473572,0.000264552506704,0.00024282126885,9.11285364434e-08
9130213A22Rik,0.000283493814959,0.000283453635667,0.00026455403428,0.000264589033673,0.00024286671287,9.11285364434e-08
9130213B05Rik,0.000290988271368,0.000290945940484,0.000271533525112,0.000271570395057,0.000249087239712,9.33571524697e-08
9130219A07Rik,0.000291205828025,0.000291163434212,0.000271723175615,0.000271760096722,0.000249260131902,9.33571524697e-08
9130221D24Rik,0.000291314659793,0.000291272233161,0.000271811372694,0.000271834976579,0.00024935328739,9.33571524697e-08
9130227C08Rik,0.000291314659793,0.000291272233161,0.000271811372694,0.000271834976579,0.00024935328739,9.33571524697e-08
9130230L23Rik,0.000291423527202,0.000291381068448,0.000271886250113,0.000271923216986,0.000249446473384,9.33571524697e-08
9130401M01Rik,0.000299065837798,0.000299021125255,0.000279001527661,0.000279040452854,0.000255782516032,9.57398713009e-08
9130404D08Rik,0.000299344891882,0.000299300094826,0.000279248116498,0.000279287111501,0.000256021183063,9.57637477074e-08
9130404H23Rik,0.000299568299366,0.000299523434244,0.000279442778676,0.000279481829169,0.000256198536872,9.57698017057e-08
9130409I23Rik,0.000307418145659,0.000307370898616,0.000286750132906,0.000286791252585,0.000262714810839,9.80243890715e-08
9230009I02Rik,0.000307532663533,0.000307485383323,0.000286842857218,0.000286884001596,0.000262812676049,9.80243890715e-08
9230019H11Rik,0.00030764721877,0.000307599901942,0.000286935602683,0.000286976774969,0.00026291057319,9.80243890715e-08
9230104L09Rik,0.000307704510402,0.000307657176999,0.000286974941741,0.000287002031435,0.000262959533736,9.80243890715e-08
9230020A06Rik,0.000307704510402,0.000307657176999,0.000286974941741,0.000287002031435,0.000262959533736,9.80243890715e-08
9230105E10Rik,0.000307876441373,0.000307829055462,0.00028710707388,0.000287148294043,0.000263092362515,9.80243890715e-08
9230107M04Rik,0.000315937858291,0.000315887957449,0.000294609092822,0.000294652496491,0.000269778576073,1.00350177699e-07
9230109A22Rik,0.000315996601574,0.000315946681161,0.000294649392946,0.000294692809437,0.000269828736821,1.00350177699e-07
9230110C19Rik,0.000316055354421,0.000316005416986,0.000294689698989,0.000294733125921,0.000269878905735,1.00350177699e-07
9230110F15Rik,0.00031623167036,0.000316181677753,0.000294839592897,0.000294883063503,0.000270029461491,1.00350177699e-07
9230110K08Rik,0.000316408072424,0.000316358023305,0.000294989549725,0.000295033065242,0.000270165599258,1.00350177699e-07
9230112D13Rik,0.000316466892258,0.000316416824535,0.00029502988985,0.000295073417266,0.000270215822678,1.00350177699e-07
9230112E08Rik,0.000324927712995,0.000324874932876,0.00030290151545,0.000302947396421,0.000277231765384,1.02938769531e-07
9330101J02Rik,0.000325289712842,0.000325236814777,0.00030322403083,0.000303255111519,0.000277525729176,1.02938769531e-07
9230115E21Rik,0.000325289712842,0.000325236814777,0.00030322403083,0.000303255111519,0.000277525729176,1.02938769531e-07
9330120H11Rik,0.000333855783752,0.000333800063674,0.000311177217588,0.000311225639942,0.000284619930327,1.05442871537e-07
9330129D05Rik,0.000333917648021,0.000333861907482,0.000311219581957,0.00031126801732,0.000284672671076,1.05442871537e-07
9330132A10Rik,0.000334103301033,0.000334047497042,0.000311377289689,0.000311410473542,0.000284830944647,1.05442871537e-07
9330133O14Rik,0.000334103301033,0.000334047497042,0.000311377289689,0.000311410473542,0.000284830944647,1.05442871537e-07
9330154K18Rik,0.000334350978914,0.000334295092707,0.000311577467745,0.00031162601543,0.000285026782565,1.05449980641e-07
9330155M09Rik,0.000343085331132,0.000343026487041,0.000319699891016,0.000319751003169,0.000292252636884,1.0767988337e-07
9330158H04Rik,0.00034327576801,0.000343216858353,0.000319861601664,0.000319912765753,0.000292399135909,1.0767988337e-07
9330159F19Rik,0.000343339267521,0.000343280334835,0.000319905039431,0.000319956218569,0.000292453224208,1.0767988337e-07
9330161L09Rik,0.00034340277731,0.000343343823429,0.000319948482672,0.000319999675147,0.000292507321261,1.0767988337e-07
9330176C04Rik,0.000343529827729,0.000343470829684,0.000320051107472,0.000320086599584,0.000292615541637,1.0767988337e-07
9330175E14Rik,0.000343529827729,0.000343470829684,0.000320051107472,0.000320086599584,0.000292615541637,1.0767988337e-07
9330182L06Rik,0.000343593368362,0.000343534349768,0.000320078833935,0.000320130067445,0.000292669664963,1.0767988337e-07
9430002A10Rik,0.000343656919279,0.000343597879541,0.000320122292284,0.000320173539066,0.000292723797048,1.0767988337e-07
9430007A20Rik,0.00034372048048,0.000343661419003,0.000320165753842,0.000320201272006,0.000292777937894,1.0767988337e-07
9430008C03Rik,0.00034372048048,0.000343661419003,0.000320165753842,0.000320201272006,0.000292777937894,1.0767988337e-07
9430015G10Rik,0.000352236905708,0.000352174880373,0.000328065002522,0.000328118825006,0.000299790162992,1.10044667972e-07
9430016H08Rik,0.00035249721125,0.000352435094032,0.000328291265772,0.000328345162701,0.000300011710024,1.10044667972e-07
9430020K01Rik,0.000352692550834,0.000352630365699,0.000328457014348,0.00032851096484,0.000300177964283,1.10044667972e-07
9430021M05Rik,0.00035275768507,0.000352695477247,0.000328501512093,0.000328555476944,0.000300233400278,1.10044667972e-07
9430023L20Rik,0.000352953150922,0.000352890872447,0.000328667345923,0.000328721366859,0.000300383596704,1.10044667972e-07
9430025C20Rik,0.000353018327259,0.000352956027596,0.000328711866385,0.00032876590027,0.000300439065546,1.10044667972e-07
9430025M13Rik,0.000353148711521,0.000353086364537,0.000328817083159,0.000328854978595,0.000300550030113,1.10044667972e-07
9430031J16Rik,0.000353148711521,0.000353086364537,0.000328817083159,0.000328854978595,0.000300550030113,1.10044667972e-07
9430038I01Rik,0.000362760963961,0.000362695177077,0.000337732330772,0.00033778937246,0.000308481396806,1.12598904001e-07
9430041J12Rik,0.000362827838154,0.000362762027815,0.000337777969271,0.000337835025633,0.000308538264679,1.12598904001e-07
9430053O09Rik,0.000362894723129,0.00036282888824,0.00033782361067,0.000337880682719,0.000308595141721,1.12598904001e-07
9430069I07Rik,0.000362961618888,0.000362895758354,0.000337869254966,0.00033790972003,0.000308635404244,1.12598904001e-07
9430070O13Rik,0.000362961618888,0.000362895758354,0.000337869254966,0.00033790972003,0.000308635404244,1.12598904001e-07
9430077A04Rik,0.000363028525432,0.000362962640579,0.00033789828328,0.000337938755125,0.000308692296563,1.12598904001e-07
9430097D07Rik,0.000363028525432,0.000362962640579,0.00033789828328,0.000337938755125,0.000308692296563,1.12598904001e-07
9530002B09Rik,0.000372695726629,0.000372626286332,0.000346860595328,0.000346920763397,0.000316673588002,1.15440530236e-07
9530002K18Rik,0.000372901537423,0.000372832022094,0.000347035034703,0.00034709526175,0.000316848462136,1.15440530236e-07
9530003J23Rik,0.000373107447591,0.000373037854741,0.000347209545418,0.000347269833743,0.000317006332337,1.15440530236e-07
9530008L14Rik,0.000373176106403,0.000373106488229,0.000347256342124,0.000347316646433,0.000317064667486,1.15440530236e-07
9530009G21Rik,0.000383246300673,0.000383172874458,0.000356607871214,0.00035663636242,0.000325374950791,1.18265028311e-07
9530020O07Rik,0.000383246300673,0.000383172874458,0.000356607871214,0.00035663636242,0.000325374950791,1.18265028311e-07
9530048O09Rik,0.000383246300673,0.000383172874458,0.000356607871214,0.00035663636242,0.000325374950791,1.18265028311e-07
9530056K15Rik,0.000383316710675,0.000383243256753,0.000356620725763,0.00035668432769,0.00032543472867,1.18265028311e-07
9530058B02Rik,0.000393796948387,0.000393719424011,0.000366351255379,0.000366400339217,0.000334079915497,1.21029556564e-07
9530068E07Rik,0.000393796948387,0.000393719424011,0.000366351255379,0.000366400339217,0.000334079915497,1.21029556564e-07
9530077C05Rik,0.0003938691758,0.000393791622893,0.000366382371203,0.000366449502482,0.00033414119004,1.21029556564e-07
